Taxonomy_highest	Acidobacteria	Tenericutes	Crenarchaeota	Actinobacteria	Proteobacteria	Acidobacteria	Actinobacteria	Proteobacteria	Proteobacteria	Chloroflexi	Tenericutes	Aquificae	Euryarchaeota	Armatimonadetes	Firmicutes	Bacteroidetes	Proteobacteria	Actinobacteria	Proteobacteria	Chloroflexi	Caldiserica	Proteobacteria	Planctomycetes	Proteobacteria	Actinobacteria	Proteobacteria	Thaumarchaeota	Chlamydiae	Chlorobi	Chloroflexi	Proteobacteria	Cyanobacteria	Chrysiogenetes	Armatimonadetes	Firmicutes	Actinobacteria	Actinobacteria	Bacteroidetes	Deferribacteres	Chloroflexi	Deinococcus-Thermus	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Crenarchaeota	Proteobacteria	Dictyoglomi	Elusimicrobia	Proteobacteria	Tenericutes	Firmicutes	Actinobacteria	Crenarchaeota	Fibrobacteres	Bacteroidetes	Actinobacteria	Fusobacteria	Actinobacteria	Proteobacteria	Gemmatimonadetes	Actinobacteria	Firmicutes	Euryarchaeota	Tenericutes	Chloroflexi	Acidobacteria	Proteobacteria	Ignavibacteria	Actinobacteria	Proteobacteria	Chloroflexi	Firmicutes	Proteobacteria	Lentisphaerae	Proteobacteria	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Verrucomicrobia	Proteobacteria	Proteobacteria	Actinobacteria	Actinobacteria	Tenericutes	Proteobacteria	Firmicutes	Proteobacteria	Proteobacteria	Actinobacteria	Proteobacteria	Thaumarchaeota	Thaumarchaeota	Nitrospinae	Nitrospirae	Cyanobacteria	Proteobacteria	Verrucomicrobia	Cyanobacteria	Proteobacteria	Proteobacteria	Planctomycetes	Planctomycetes	Cyanobacteria	Proteobacteria	Actinobacteria	Proteobacteria	Actinobacteria	Verrucomicrobia	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Actinobacteria	Proteobacteria	Firmicutes	Proteobacteria	Acidobacteria	Actinobacteria	Chloroflexi	Bacteroidetes	Proteobacteria	Spirochaetes	Actinobacteria	Actinobacteria	Crenarchaeota	Synergistetes	Proteobacteria	Deinococcus-Thermus	Firmicutes	Euryarchaeota	Thermodesulfobacteria	Chloroflexi	Firmicutes	Chloroflexi	Euryarchaeota	Crenarchaeota	Thermotogae	Proteobacteria	Verrucomicrobia	Proteobacteria	Lentisphaerae	Proteobacteria	Unknown	Unclassified	Environmental	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB2_16S_ORCA_16S_S3_L001.fasta	0	0	0	117	2	88	7	0	12	4	0	0	0	1	232	46	1	0	459	3	0	0	0	0	4	232	0	0	63	0	22	0	0	4	95	0	470	492	0	1	0	0	7	1	0	120	159	0	23	4	0	2	3	6	6	22	4616	0	74	0	7	0	0	0	0	0	2339	0	0	1	0	16	57	537	0	0	0	0	0	0	0	0	0	0	557	548	1	0	101	0	0	0	0	2	0	0	0	77	0	93	35	0	0	0	60	1957	0	0	4	19	11	0	1396	3	11	2023	19	0	0	0	0	14	706	1	813	31	0	21	7	0	0	11	0	227	0	0	0	21	1	0	28	0	8	2	0	0	1241	344	52	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB3_16S_ORCA_16S_S3_L001.fasta	0	0	4	136	0	67	25	0	13	2	0	0	0	0	204	30	3	0	477	5	0	0	0	0	4	239	0	0	85	0	39	0	0	13	135	0	556	366	0	1	0	0	9	0	0	124	125	1	24	1	0	0	3	2	3	30	4581	0	105	0	16	0	0	0	0	0	1690	0	0	3	0	8	29	577	0	0	0	0	0	0	0	0	0	1	496	376	1	0	151	0	0	0	0	3	0	0	1	87	0	77	56	0	0	0	115	2207	4	0	6	20	13	0	1521	3	10	2064	25	4	0	0	0	20	730	0	996	47	1	33	30	0	0	0	0	203	0	0	0	19	4	0	65	0	13	2	0	0	926	682	53	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB4_16S_ORCA_16S_S3_L001.fasta	0	0	7	94	0	75	12	0	12	6	0	0	0	0	196	54	3	0	507	1	0	0	0	0	8	205	0	0	68	2	58	0	0	7	120	0	566	455	0	2	0	0	11	1	0	121	123	0	17	7	0	4	6	5	1	73	4021	0	82	0	5	0	0	0	0	0	2000	0	0	3	0	3	20	725	0	0	0	0	0	0	0	0	0	1	606	449	1	0	172	0	0	0	0	2	0	0	0	65	0	59	38	0	0	0	142	2106	268	0	8	11	8	0	1439	2	8	1785	30	0	0	0	0	24	746	0	858	55	0	19	21	0	0	4	0	228	0	0	0	30	2	0	53	0	20	2	0	0	1045	692	115	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB5_16S_ORCA_16S_S3_L001.fasta	0	0	0	70	0	78	12	0	10	2	0	0	0	2	216	27	0	0	367	5	0	0	0	0	4	204	0	1	37	1	39	0	0	2	83	0	682	704	0	0	0	1	7	0	0	53	87	0	4	5	0	5	1	4	0	140	3809	0	75	0	14	0	0	0	0	0	2354	0	2	1	0	3	35	581	0	0	0	0	0	0	0	0	0	1	601	344	2	0	67	0	0	0	0	1	0	0	0	56	0	45	11	0	0	0	49	1865	889	0	5	18	4	0	1631	0	12	2203	45	0	0	0	0	15	568	0	586	64	0	19	20	0	0	3	0	155	0	0	1	21	0	0	38	0	7	6	0	0	1071	460	190	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB6_16S_ORCA_16S_S3_L001.fasta	0	0	0	64	0	108	8	0	5	4	0	0	0	0	205	36	0	0	351	2	0	0	0	0	7	188	0	0	37	0	46	0	0	5	107	0	617	621	0	0	0	0	11	1	0	16	86	0	9	12	0	7	2	1	1	183	4854	0	82	0	7	0	0	0	0	0	2475	1	0	1	0	9	22	559	0	0	0	0	0	0	0	0	0	1	450	441	2	0	72	0	0	0	1	1	0	0	0	68	0	42	23	0	0	0	37	1541	722	1	4	16	5	0	1535	1	5	1970	38	0	0	0	0	22	759	0	591	54	0	24	19	0	0	2	0	181	0	0	0	21	0	0	13	0	10	3	0	0	904	256	215	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG1_16S_ORCA_16S_S3_L001.fasta	0	0	291	297	0	1	38	0	9	118	0	0	0	12	395	80	18	0	582	40	0	0	4	0	1	74	0	0	36	10	704	0	0	14	214	0	44	246	1	5	0	0	273	15	1	1263	200	0	17	65	0	0	7	40	9	300	60	0	428	0	106	0	0	0	0	7	1046	3	21	6	1	2	40	224	0	0	0	0	0	0	0	0	0	0	12	155	43	0	421	0	0	4	1	23	0	0	1	94	0	51	37	0	0	0	44	707	2	0	547	218	36	0	896	32	165	181	43	1	0	0	1	2	206	15	2300	155	4	65	7	0	0	151	0	100	0	0	0	5	31	0	987	0	39	8	1	0	579	4923	139	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG2_16S_ORCA_16S_S3_L001.fasta	0	0	150	243	1	1	14	0	11	145	0	0	0	4	427	143	28	0	1050	53	0	1	3	2	0	76	0	0	43	13	751	0	0	11	229	0	51	442	4	4	0	0	235	58	1	1067	193	0	17	779	0	0	8	24	3	555	72	0	275	0	53	0	1	0	1	1	910	12	12	3	0	2	268	150	0	1	0	0	0	0	0	0	0	2	8	170	102	0	449	0	0	22	0	19	0	0	1	75	0	221	54	0	0	0	41	863	7	0	450	442	31	0	1035	80	174	183	105	0	0	2	0	3	177	16	2893	267	37	44	13	0	2	124	0	136	0	1	0	4	36	1	403	0	17	18	0	0	485	2483	503	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG3_16S_ORCA_16S_S3_L001.fasta	4	0	292	226	1	1	13	0	11	156	0	0	0	8	438	144	16	0	649	39	0	0	3	0	2	77	0	0	24	16	759	0	0	20	260	2	34	329	2	3	0	1	286	16	1	1042	246	0	30	69	0	0	11	35	11	361	41	0	313	0	105	0	0	0	0	6	1172	5	15	1	1	2	38	170	0	0	1	0	0	0	0	0	0	2	8	117	46	0	363	0	0	3	1	24	0	0	3	138	0	54	44	0	0	0	48	944	7	0	420	282	25	0	863	29	199	179	45	0	0	0	0	2	177	14	2935	119	6	44	6	0	4	173	0	136	0	2	0	6	21	0	918	0	23	4	1	1	547	4226	83	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG4_16S_ORCA_16S_S3_L001.fasta	2	0	269	150	0	2	4	1	9	128	0	0	0	4	270	169	36	0	846	27	0	1	0	1	0	68	0	0	42	6	546	0	0	6	158	0	14	468	12	2	0	1	218	14	1	1038	133	0	14	1386	0	1	8	36	12	816	28	0	164	0	54	0	0	0	0	0	865	5	17	1	0	2	508	109	0	0	1	0	0	0	0	0	0	2	5	69	56	1	270	1	0	9	2	23	0	0	0	90	0	75	49	0	0	0	23	859	14	0	200	291	11	0	674	25	138	113	38	0	0	2	0	2	66	11	2768	142	31	26	4	0	3	126	0	155	0	0	0	5	13	0	670	0	23	4	0	1	397	4074	566	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG5_16S_ORCA_16S_S3_L001.fasta	5	0	475	150	3	1	13	0	6	107	0	0	0	3	399	52	12	0	617	26	0	0	1	1	0	62	0	0	23	6	828	0	0	9	195	2	30	225	0	1	0	1	263	9	1	1614	178	0	14	48	0	0	9	77	3	306	40	0	178	0	82	1	0	0	0	1	1272	14	19	2	0	5	17	91	0	0	0	0	0	0	0	0	0	0	6	103	27	0	253	0	0	2	2	31	0	0	2	105	0	34	27	0	0	0	21	524	2	0	225	189	19	0	833	35	171	145	26	0	0	1	0	5	100	8	2735	118	5	63	8	0	1	119	2	71	0	1	0	2	0	0	1271	0	9	3	1	0	466	5438	94	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG6_16S_ORCA_16S_S3_L001.fasta	4	0	147	146	0	2	11	0	12	210	0	0	0	11	243	104	46	0	1091	28	0	1	1	1	0	81	0	0	35	12	782	0	0	13	198	0	19	544	13	2	1	1	168	31	0	963	133	0	15	1333	0	0	2	17	2	1033	42	0	146	0	70	0	0	0	0	15	682	21	15	1	0	3	382	159	0	1	0	0	0	0	0	0	0	0	6	112	94	0	356	0	0	15	1	18	0	0	1	109	0	121	55	0	1	0	40	982	16	0	168	602	9	0	763	76	156	163	104	0	0	0	0	1	65	8	2691	335	69	32	3	0	2	98	0	111	0	0	0	3	11	0	509	0	15	6	0	0	581	2422	877	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL1_16S_ORCA_16S_S3_L001.fasta	7	0	296	351	1	16	31	0	1	136	0	0	0	2	502	35	145	0	897	52	0	1	21	0	0	24	0	0	8	1	433	0	0	5	176	0	36	458	0	6	0	1	751	16	1	998	150	0	29	59	0	0	28	58	6	136	20	0	307	0	115	0	0	0	0	1	1762	5	17	0	0	4	1	116	0	1	1	0	0	0	0	0	0	0	3	82	26	0	453	1	0	0	1	33	0	0	0	124	0	53	22	0	0	0	38	1333	1	0	410	132	32	0	617	23	171	256	13	0	0	1	2	5	138	44	1645	105	0	45	1	0	5	286	0	196	0	1	0	8	19	0	310	0	17	4	0	0	519	5371	30	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL2_16S_ORCA_16S_S3_L001.fasta	7	0	236	349	0	10	31	0	3	94	0	0	0	4	392	36	179	0	1006	45	0	1	18	0	0	20	0	0	10	1	442	0	0	3	159	0	34	411	0	4	0	1	688	13	0	789	166	1	31	54	0	2	35	35	4	147	17	0	292	0	98	0	0	0	0	4	1751	5	11	0	0	6	4	159	0	0	1	0	0	0	0	0	0	2	4	100	14	0	465	5	0	1	5	33	0	0	4	95	0	55	26	0	0	0	56	1378	0	0	443	141	41	0	570	17	165	267	17	0	0	1	0	0	148	36	1540	100	0	36	8	0	3	286	0	191	0	3	0	5	21	0	334	0	18	3	0	0	530	5769	55	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL3_16S_ORCA_16S_S3_L001.fasta	3	0	205	374	1	15	35	0	6	153	0	0	0	6	418	64	223	0	907	72	0	1	21	0	0	34	0	0	10	7	342	0	0	3	190	0	24	512	0	9	1	2	675	13	1	847	164	2	30	65	0	2	39	39	6	157	29	0	295	0	106	0	0	1	0	3	1409	5	15	0	0	2	1	182	0	0	0	0	0	0	0	0	0	1	2	102	14	0	704	3	0	0	3	21	0	0	1	107	0	72	23	0	0	0	62	1466	1	0	404	221	45	0	529	13	161	251	13	0	0	0	0	0	149	36	1556	80	0	54	6	0	6	265	0	247	0	2	0	4	12	0	247	0	18	12	0	0	479	5637	45	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL4_16S_ORCA_16S_S3_L001.fasta	2	0	181	188	1	8	13	0	38	145	0	0	0	11	785	102	99	0	865	48	0	1	9	0	1	254	0	0	11	19	276	0	0	3	123	1	281	578	0	6	0	0	419	18	0	652	108	0	12	2079	0	1	17	50	15	129	12	0	144	0	76	0	0	0	0	0	955	7	5	0	3	3	3	167	0	1	1	0	0	0	0	0	0	0	17	49	18	0	392	2	0	0	0	34	0	0	1	58	0	68	81	0	0	0	69	1417	231	0	200	169	37	0	507	34	125	363	34	0	0	0	2	0	73	28	1500	297	1	32	6	0	1	136	0	184	0	3	0	3	14	0	212	0	10	8	0	2	364	4947	145	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL5_16S_ORCA_16S_S3_L001.fasta	4	0	153	176	0	11	19	0	82	126	0	0	0	17	914	138	69	0	818	37	0	0	13	0	0	278	0	0	20	14	258	0	0	7	175	0	326	635	0	1	3	1	381	17	0	475	104	0	18	2171	0	0	15	36	19	148	14	0	108	0	64	0	0	0	0	3	904	5	7	0	10	1	10	183	0	0	0	0	0	0	0	0	0	1	19	42	28	0	329	3	0	0	3	40	0	0	3	58	0	69	76	0	0	0	59	1329	218	0	195	179	24	0	545	35	130	375	24	0	0	0	0	2	70	17	1903	268	2	22	1	0	1	134	0	142	0	0	0	3	7	0	213	0	12	7	0	1	331	4638	254	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL6_16S_ORCA_16S_S3_L001.fasta	6	0	158	223	0	10	20	0	17	119	0	0	0	6	650	81	98	0	912	46	0	1	15	0	0	155	0	0	30	9	298	0	0	3	145	1	113	483	0	4	0	0	540	17	0	729	116	0	13	1765	0	1	21	31	18	128	8	0	181	0	76	0	0	0	0	33	1119	6	7	1	7	2	5	196	0	0	1	0	0	0	0	0	0	1	18	55	31	0	399	6	0	0	3	16	0	0	2	92	0	50	30	0	1	0	35	1445	88	0	238	160	41	0	590	28	150	363	18	0	1	0	0	1	66	29	1403	263	1	24	5	0	5	191	0	199	0	2	0	7	15	0	256	0	11	8	0	0	393	5353	83	0	

