Taxonomy_highest	Rhodophyta	Marchantiophyta	Marchantiophyta	Bacillariophyta	Anthocerotophyta	Bryophyta	Marchantiophyta	Bryophyta	Bryophyta	Bacillariophyta	Chlorophyta	Rhodophyta	Rhodophyta	Bryophyta		Anthocerotophyta	Cyanobacteria	Chlorophyta	Bacillariophyta	Chlorophyta	Chlorophyta	Marchantiophyta	Bryophyta	Chlorophyta	Cercozoa	Chlorophyta	Bryophyta		Marchantiophyta	Bacillariophyta		Bryophyta			Marchantiophyta	Chlorophyta	Bryophyta	Bacillariophyta	Cyanobacteria	Cyanobacteria		Cryptophyta	Chlorophyta	Cyanobacteria	Bacillariophyta	Anthocerotophyta	Rhodophyta		Bryophyta		Bryophyta		Marchantiophyta	Cyanobacteria	Bryophyta	Marchantiophyta		Bacillariophyta	Chlorophyta		Bacillariophyta	Bryophyta	Bryophyta			Rhodophyta		Marchantiophyta	Rhodophyta	Bacillariophyta			Marchantiophyta	Rhodophyta		Rhodophyta	Cyanobacteria	Marchantiophyta	Cryptophyta	Chlorophyta	Bryophyta	Rhodophyta	Anthocerotophyta	Bryophyta	Chlorophyta	Bacillariophyta	Chlorophyta	Bryophyta	Bryophyta	Chlorophyta	Chlorophyta	Cyanobacteria	Bryophyta	Bryophyta			Bryophyta	Marchantiophyta		Chlorophyta	Chlorophyta		Bacillariophyta	Rhodophyta	Bryophyta	Chlorophyta	Bryophyta	Rhodophyta	Rhodophyta	Chlorophyta	Euglenozoa		Bacillariophyta	Chlorophyta	Bryophyta	Euglenozoa				Bacillariophyta		Marchantiophyta	Rhodophyta	Chlorophyta	Chlorophyta	Chlorophyta		Chlorophyta	Unknown	Unclassified	Environmental	
Taxonomy_intermediate						Bryophytina		Bryophytina	Bryophytina					Takakiophytina									Bryophytina				Sphagnophytina					Bryophytina					Bryophytina												Bryophytina		Bryophytina				Bryophytina							Bryophytina	Bryophytina																		Andreaeophytina			Bryophytina				Bryophytina	Bryophytina				Bryophytina	Bryophytina			Bryophytina								Bryophytina		Andreaeobryophytina				Euglenida				Bryophytina	Euglenida												
Taxonomy_intermediate	Florideophyceae	Jungermanniopsida	Jungermanniopsida	Mediophyceae	Anthocerotopsida	Bryopsida	Marchantiopsida	Bryopsida	Oedipodiopsida	Bacillariophyceae	Trebouxiophyceae	Bangiophyceae	Florideophyceae	Takakiopsida	Synurophyceae	Anthocerotopsida		Chlorophyceae	Coscinodiscophyceae	Mamiellophyceae	Chlorodendrophyceae	Marchantiopsida	Bryopsida	Chlorophyceae	Imbricatea	Trebouxiophyceae	Sphagnopsida	Eustigmatophyceae	Haplomitriopsida	Bacillariophyceae	Synurophyceae	Bryopsida	Xanthophyceae	Haptophyceae	Marchantiopsida	Ulvophyceae	Bryopsida	Fragilariophyceae			Phaeophyceae		Mamiellophyceae		Coscinodiscophyceae	Leiosporocerotopsida	Florideophyceae	Phaeophyceae	Tetraphidopsida	Pelagophyceae	Polytrichopsida	Zygnemophyceae	Jungermanniopsida		Bryopsida	Jungermanniopsida	Haptophyceae	Coscinodiscophyceae		Dinophyceae	Bacillariophyceae	Bryopsida	Bryopsida	Raphidophyceae	Chlorokybophyceae	Stylonematophyceae	Klebsormidiophyceae	Jungermanniopsida	Florideophyceae	Coscinodiscophyceae	Phaeophyceae	Haptophyceae	Haplomitriopsida	Compsopogonophyceae	Haptophyceae	Bangiophyceae		Marchantiopsida		Ulvophyceae	Andreaeopsida	Bangiophyceae	Anthocerotopsida	Bryopsida	Pedinophyceae	Mediophyceae	Chlorophyceae	Bryopsida	Bryopsida	Trebouxiophyceae	Mamiellophyceae		Bryopsida	Bryopsida	Coleochaetophyceae	Zygnemophyceae	Bryopsida	Jungermanniopsida	Synurophyceae	Ulvophyceae		Glaucocystophyceae	Mediophyceae	Florideophyceae	Bryopsida	Chlorophyceae	Andreaeobryopsida	Florideophyceae	Florideophyceae	Ulvophyceae		Chrysophyceae	Bacillariophyceae	Pedinophyceae	Bryopsida			Xanthophyceae	Dinophyceae	Coscinodiscophyceae	Charophyceae	Jungermanniopsida	Florideophyceae	Trebouxiophyceae	Pedinophyceae	Ulvophyceae	Mesostigmatophyceae	Ulvophyceae
Taxonomy_intermediate		Jungermanniidae	Pelliidae	Biddulphiophycidae	Dendrocerotidae	Dicranidae	Marchantiidae	Bryidae		Bacillariophycidae						Anthocerotidae			Thalassiosirophycidae			Marchantiidae	Dicranidae						Haplomitriidae	Bacillariophycidae		Diphysciidae			Marchantiidae		Funariidae	Fragilariophycidae							Rhizosoleniophycidae								Metzgeriidae		Dicranidae	Pelliidae		Coscinodiscophycidae			Bacillariophycidae	Buxbaumiidae	Bryidae					Jungermanniidae		Chaetocerotophycidae			Treubiidae					Blasiidae					Notothylidae	Bryidae		Lithodesmiophycidae		Dicranidae	Bryidae				Bryidae	Bryidae			Bryidae	Pelliidae					Biddulphiophycidae		Dicranidae				Corallinophycidae				Eunotiophycidae		Bryidae					Chaetocerotophycidae		Jungermanniidae						
Taxonomy_order	Palmariales	Ptilidiales	Pelliales	Hemiaulales	Dendrocerotales	Dicranales	Lunulariales	Hedwigiales	Oedipodiales	Cymbellales	Prasiolales	Bangiales	Rhodymeniales	Takakiales	Ochromonadales	Anthocerotales	Stigonematales	Chlamydomonadales	Thalassiosirales	Monomastigales	Chlorodendrales	Marchantiales	Pottiales	Sphaeropleales	Euglyphida	Microthamniales	Sphagnales	Eustigmatales	Calobryales	Naviculales	Parmales	Diphysciales	Tribonematales	Pavlovales	Sphaerocarpales	Ignatiales	Funariales	Fragilariales	Nostocales	Pleurocapsales	Fucales	Cryptomonadales	Dolichomastigales	Prochlorales	Rhizosoleniales	Leiosporocerotales	Gigartinales	Ectocarpales	Tetraphidales	Pelagomonadales	Polytrichales	Zygnematales	Metzgeriales	Chroococcales	Bryoxiphiales	Pallaviciniales	Phaeocystales	Coscinodiscales	Pyramimonadales	Peridiniales	Bacillariales	Buxbaumiales	Hookeriales	Chattonellales	Chlorokybales	Stylonematales	Klebsormidiales	Porellales	Gelidiales	Chaetocerotales	Laminariales	Isochrysidales	Treubiales	Compsopogonales	Prymnesiales	Porphyridiales	Gloeobacterales	Blasiales	Pyrenomonadales	Ulotrichales	Andreaeales	Cyanidiales	Notothyladales	Bartramiales	Marsupiomonadales	Lithodesmiales	Chlorosarcinales	Grimmiales	Splachnales	Chlorellales	Mamiellales	Oscillatoriales	Rhizogoniales	Hypnales	Coleochaetales	Desmidiales	Bryales	Fossombroniales	Synurales	Chlorocystidales	Prasinococcales	Glaucocystales	Eupodiscales	Gracilariales	Archidiales	Chaetophorales	Andreaeobryales	Halymeniales	Corallinales	Bryopsidales	Euglenales	Chromulinales	Eunotiales	Scourfieldiales	Orthotrichales	Eutreptiales	Peronosporales	Vaucheriales	Gymnodiniales	Leptocylindrales	Charales	Jungermanniales	Ceramiales	Ctenocladales	Pedinomonadales	Ulvales	Mesostigmatales	Acrosiphoniales	Unknown	Unclassified	Environmental	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	4	4	0	9	0	11	0	0	0	1	0	0	0	0	0	0	14	2	0	0	0	25	0	0	0	1	1	0	0	162	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	32	0	0	0	52	2	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	8928	344	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	400	1	0	0	0	4	4	0	24	1	13	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	14	0	0	0	0	1	0	0	201	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	10	0	11	0	1	0	22	1	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8987	270	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	2	1	0	15	0	12	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	1	0	1	304	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	38	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	8948	181	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	15	0	1	0	0	0	392	58	0	0	0	0	0	0	565	34	0	0	7	96	150	0	26	0	33	0	263	0	0	0	0	0	0	0	2	311	35	1	0	0	26	0	0	0	33	50	0	0	0	0	60	0	0	0	0	0	859	35	0	1	0	0	0	580	0	0	0	84	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	1139	0	784	0	5	0	0	485	0	14	11	0	0	0	0	1	0	0	0	1	0	47	1	835	0	0	0	0	1884	0	0	0	0	0	7	8	12	0	0	547	486	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	11	0	0	0	0	0	213	13	0	0	0	0	0	0	728	37	0	0	0	21	805	0	5	0	107	0	956	1	0	0	0	0	0	0	3	218	67	0	3	0	14	0	0	0	3	4	0	0	2	0	225	0	0	0	0	0	492	18	0	0	0	3	0	40	0	0	0	38	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	930	0	2287	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	44	0	451	0	0	0	0	957	0	0	0	0	0	0	3	4	0	0	679	598	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	11	0	0	0	0	0	590	50	0	0	2	0	0	0	463	38	0	0	6	302	181	0	15	0	54	0	180	0	0	0	0	0	0	0	8	453	45	0	1	0	35	0	1	0	31	73	0	0	0	0	39	0	0	0	0	0	587	18	0	1	0	0	0	168	0	0	1	52	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	812	0	919	0	2	0	0	701	0	3	15	0	0	0	0	0	0	0	0	0	0	44	0	760	0	0	0	0	2083	0	0	0	0	0	8	2	3	0	0	514	720	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	3	0	0	0	0	0	171	8	0	0	0	0	3	0	421	32	0	0	1	71	117	0	2	0	47	0	479	0	0	0	0	0	0	0	3	2347	128	0	4	0	72	0	0	0	1	33	0	0	3	0	311	0	0	0	0	0	536	26	0	0	0	0	0	64	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	368	0	2483	0	0	0	0	44	0	0	1	0	0	0	0	0	0	0	0	0	0	46	0	349	0	0	0	0	369	0	0	0	0	0	0	2	6	0	0	233	1198	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	12	0	2	0	0	0	463	61	0	0	0	0	0	0	655	23	0	0	0	210	240	0	27	0	36	0	184	0	0	0	0	0	0	0	8	476	46	1	0	0	51	0	0	0	25	35	0	0	3	0	50	0	0	0	0	0	804	16	0	0	0	0	0	386	0	0	0	39	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	1349	0	522	0	2	0	0	511	0	0	17	0	0	0	0	0	0	0	0	0	0	44	0	847	0	0	0	0	1557	0	0	0	0	0	10	5	4	0	0	784	485	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	9	0	0	0	0	0	388	8	0	0	0	0	0	0	860	54	0	0	0	29	426	0	8	0	90	0	606	1	0	0	0	0	0	0	11	422	123	1	6	0	22	1	0	0	6	13	0	0	4	0	301	0	0	0	0	0	532	23	0	0	0	0	0	93	0	0	0	38	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	814	0	2802	0	0	0	0	17	0	2	3	0	0	0	0	0	0	0	0	0	0	84	0	368	0	0	0	0	771	0	0	0	0	0	1	1	0	0	0	466	592	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	11	0	1	0	0	0	184	67	0	0	26	0	1	0	517	0	0	0	0	645	675	0	0	0	158	0	200	0	0	0	0	0	0	0	2	1669	8	0	0	0	57	0	0	0	6	49	0	0	1	0	14	0	0	0	0	0	194	4	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	754	0	138	0	0	0	0	770	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	1244	0	0	0	0	0	0	25	0	0	0	1065	944	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	5	0	2	0	0	0	209	95	0	0	14	0	0	0	377	5	0	0	0	751	848	0	2	0	156	0	216	0	0	0	0	0	0	1	3	1565	54	0	0	0	87	0	1	0	2	86	0	2	1	0	29	0	0	0	0	0	324	8	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	621	0	187	0	0	0	0	649	0	2	231	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	1168	0	0	0	0	0	0	20	2	0	0	929	952	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	11	0	0	0	0	0	185	88	0	0	7	0	1	0	403	5	0	0	0	892	802	0	3	0	138	0	185	0	0	0	0	0	0	1	2	1539	40	0	0	0	86	0	1	0	4	68	0	0	1	0	25	0	0	0	0	0	330	9	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	662	0	204	0	0	0	0	681	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	1124	0	0	0	0	0	0	31	1	0	0	901	957	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	0	0	8	0	2	0	58	1	0	0	0	0	0	0	56	3	0	0	0	1018	36	0	0	0	16	0	32	0	0	0	0	0	0	1	1	2624	372	0	0	0	3	0	0	0	0	225	0	0	1	0	221	0	0	0	0	0	67	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	57	0	2438	0	0	0	0	153	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	87	0	1	0	0	16	0	0	0	0	0	1	3	0	0	0	89	2396	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	1	0	5	0	4	0	60	0	0	0	0	0	0	0	66	2	0	0	0	1317	28	0	0	0	12	0	40	0	0	0	0	0	0	1	3	2489	344	0	0	0	0	0	0	0	0	187	0	0	1	0	160	0	0	0	0	0	80	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	43	0	2214	0	0	0	0	128	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	65	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	74	2653	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	0	0	0	0	0	7	0	2	0	87	2	0	0	0	0	0	0	55	2	0	0	0	1101	25	0	1	0	12	0	34	0	0	0	0	0	0	0	2	2484	359	0	0	0	4	0	0	0	0	180	0	0	3	0	192	0	0	0	0	0	66	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	2314	0	0	0	0	168	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	105	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	65	2679	0	

